,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,Mount Gambier,90,AU,1543874400,72,-37.83,140.78,59.0,5.82
1,Bubaque,0,GW,1543876304,96,11.28,-15.83,82.16,4.76
2,Hobart,75,AU,1543874400,54,-42.88,147.33,53.6,5.82
3,Busselton,32,AU,1543876897,100,-33.64,115.35,64.93,14.16
4,Cuamba,80,MZ,1543876898,76,-14.8,36.54,73.25,2.86
5,Kodiak,90,US,1543875300,68,39.95,-94.76,28.94,11.41
6,Khatanga,44,RU,1543876428,46,71.98,102.47,-27.96,2.86
7,Rio Bananal,100,BR,1543876900,100,-19.26,-40.34,71.0,5.55
8,Zaozerne,92,UA,1543876901,99,51.37,23.94,40.4,13.11
9,Upernavik,32,GL,1543876695,100,72.79,-56.15,20.92,9.75
10,Maniitsoq,92,GL,1543876903,100,65.42,-52.9,20.33,11.59
11,Port Blair,0,IN,1543876870,97,11.67,92.75,84.82,13.56
12,Mastic Beach,1,US,1543874160,52,40.77,-72.85,53.06,10.29
13,Nabire,76,ID,1543876540,93,-3.36,135.5,74.78,1.07
14,Ponta Delgada,40,PT,1543874400,67,37.73,-25.67,62.6,19.46
15,Maningrida,36,AU,1543876906,72,-12.05,134.23,88.73,9.01
16,Tura,0,IN,1543876403,85,25.52,90.21,54.71,4.61
17,Bredasdorp,0,ZA,1543874400,82,-34.53,20.04,60.8,3.36
18,Vorukh,12,KG,1543876907,79,39.85,70.57,5.66,1.36
19,Mamallapuram,75,IN,1543874400,100,12.63,80.17,75.2,4.7
20,Den Helder,75,NL,1543875900,76,52.96,4.76,50.0,12.75
21,Ushuaia,40,AR,1543874400,66,-54.81,-68.31,50.0,8.05
22,Port Alfred,88,ZA,1543876694,96,-33.59,26.89,64.84,6.29
23,Hithadhoo,100,MV,1543876853,100,-0.6,73.08,81.35,8.08
24,Georgetown,20,GY,1543874400,74,6.8,-58.16,80.6,9.17
25,Castro,92,CL,1543874400,72,-42.48,-73.76,60.8,6.93
26,Albany,90,US,1543876320,75,42.65,-73.75,44.96,12.75
27,Zhezkazgan,0,KZ,1543876916,64,47.8,67.71,3.05,12.03
28,Hoopstad,0,ZA,1543876916,77,-27.83,25.91,57.82,6.78
29,Yar-Sale,88,RU,1543876360,84,66.83,70.83,5.98,19.37
30,Cabo San Lucas,40,MX,1543873740,60,22.89,-109.91,78.8,9.17
31,Arcata,40,US,1543876500,53,40.87,-124.08,53.96,10.29
32,Rikitea,92,PF,1543876919,99,-23.12,-134.97,78.65,11.88
33,Nhulunbuy,0,AU,1543874400,74,-12.18,136.78,86.0,11.41
34,College,90,US,1543874280,92,64.86,-147.8,30.92,8.79
35,Puerto Ayora,75,EC,1543874400,65,-0.74,-90.35,77.0,13.87
36,Buchanan,40,LR,1543874400,94,5.88,-10.05,78.8,8.3
37,Cape Town,20,ZA,1543874400,72,-33.93,18.42,60.8,3.36
38,Sitka,0,US,1543876703,69,37.17,-99.65,29.83,4.88
39,Saskylakh,24,RU,1543876743,53,71.97,114.09,-17.65,6.85
40,Tuatapere,80,NZ,1543876417,98,-46.13,167.69,55.57,7.4
41,Mranggen,68,ID,1543876923,95,-7.63,110.89,73.88,2.82
42,Avarua,40,CK,1543874400,65,-21.21,-159.78,80.6,6.93
43,Yellowknife,75,CA,1543874400,92,62.45,-114.38,21.2,8.05
44,Kapaa,40,US,1543874160,54,22.08,-159.32,80.06,17.22
45,Chokurdakh,36,RU,1543876247,68,70.62,147.9,-14.77,4.54
46,Waipawa,44,NZ,1543876337,96,-39.94,176.59,66.73,8.08
47,Bluff,24,AU,1543876698,58,-23.58,149.07,86.89,5.21
48,Ponta do Sol,92,BR,1543876927,87,-20.63,-46.0,68.98,8.63
49,Kadoma,20,ZW,1543876927,73,-18.34,29.91,67.18,7.56
50,Airai,0,TL,1543876698,87,-8.93,125.41,77.08,2.19
51,Lasa,75,CY,1543874400,77,34.92,32.53,66.2,10.29
52,Provideniya,75,RU,1543874400,85,64.42,-173.23,23.0,4.47
53,Barabai,80,ID,1543876929,93,-2.59,115.38,78.16,2.86
54,Carnarvon,0,ZA,1543876933,62,-30.97,22.13,53.45,8.57
55,Mar del Plata,0,AR,1543876934,32,-46.43,-67.52,80.95,19.04
56,Coihaique,75,CL,1543874400,55,-45.58,-72.07,64.4,9.17
57,Vila Franca do Campo,40,PT,1543874400,67,37.72,-25.43,62.6,19.46
58,Vardo,75,US,1543875600,53,39.62,-77.74,50.0,6.93
59,Vila Velha,20,BR,1543874400,88,-3.71,-38.6,80.6,10.29
60,Lebu,0,ET,1543876936,84,8.96,38.73,39.86,2.53
61,Belmonte,12,PT,1543876937,88,40.36,-7.35,36.67,2.26
62,Ulladulla,75,AU,1543874400,64,-35.36,150.48,69.8,13.87
63,Idrinskoye,64,RU,1543876941,74,54.37,92.14,-3.93,5.28
64,Atuona,36,PF,1543876885,100,-9.8,-139.03,78.43,8.86
65,Itoman,75,JP,1543876200,83,26.12,127.67,77.0,4.7
66,Tuktoyaktuk,90,CA,1543874400,92,69.44,-133.03,12.2,16.11
67,Kieta,64,PG,1543876943,90,-6.22,155.63,84.28,3.83
68,East London,92,ZA,1543876944,100,-33.02,27.91,67.0,8.86
69,Dolores,0,AR,1543876945,51,-36.31,-57.68,60.97,12.37
70,Hay River,75,CA,1543874400,85,60.82,-115.79,15.8,2.24
71,Katsuura,75,JP,1543876140,100,33.93,134.5,59.0,4.7
72,Lavrentiya,68,RU,1543876647,100,65.58,-170.99,17.32,9.57
73,Hedaru,44,TZ,1543876947,95,-4.5,37.91,67.09,2.48
74,Kutum,0,SD,1543876628,54,14.2,24.66,55.66,2.86
75,Pevek,36,RU,1543876890,92,69.7,170.27,-3.7,18.14
76,Nelson Bay,75,AU,1543874400,36,-32.72,152.14,77.0,16.11
77,Punta Arenas,40,CL,1543874400,58,-53.16,-70.91,55.4,29.97
78,Iracoubo,92,GF,1543876556,87,5.48,-53.21,77.26,5.28
79,Wegorzewo,92,PL,1543876953,98,54.22,21.74,43.42,10.42
80,Mataura,32,NZ,1543876873,82,-46.19,168.86,62.95,2.71
81,Jacareacanga,56,BR,1543876954,91,-6.22,-57.76,77.21,2.48
82,Barrow,0,AR,1543876688,56,-38.31,-60.23,54.71,8.01
83,Usinsk,92,RU,1543876466,87,66.0,57.56,19.16,11.77
84,Kruisfontein,92,ZA,1543876396,100,-34.0,24.73,57.82,7.56
85,Perth,0,GB,1543875600,100,56.4,-3.43,33.8,2.24
86,Te Horo,92,NZ,1543876200,77,-40.81,175.12,66.2,23.04
87,Kaduna,12,NG,1543876957,40,10.52,7.44,66.82,8.01
88,Adrar,0,DZ,1543874400,37,27.87,-0.29,55.4,13.87
89,Saint-Philippe,90,CA,1543875060,80,45.36,-73.48,32.0,10.29
90,San Cristobal,75,EC,1543874400,67,-0.39,-78.55,62.6,16.11
91,Nadym,92,RU,1543876959,81,65.53,72.51,-4.24,14.16
92,Diapaga,0,BF,1543876960,57,12.07,1.79,65.02,3.53
93,Nikolskoye,75,RU,1543874400,86,59.7,30.79,28.4,6.71
94,Codrington,92,AU,1543874400,64,-28.95,153.24,77.0,4.7
95,Tasiilaq,0,GL,1543873800,53,65.61,-37.64,21.2,8.05
96,Goure,0,NE,1543876962,29,13.98,10.27,67.18,11.92
97,Matara,20,PE,1543876963,35,-13.74,-72.9,54.35,1.86
98,Keningau,75,MY,1543874400,94,5.33,116.16,77.0,3.36
99,Kantunilkin,40,MX,1543873500,70,21.1,-87.49,84.2,11.41
100,Omboue,88,GA,1543876965,100,-1.57,9.26,79.73,5.39
101,Cherskiy,36,RU,1543876965,76,68.75,161.3,-16.89,4.5
102,Arraial do Cabo,88,BR,1543876966,98,-22.97,-42.02,73.48,11.32
103,Malangwa,12,CD,1543876967,96,-2.84,17.57,72.4,2.26
104,Ouadda,0,CF,1543876500,63,8.07,22.4,66.01,3.6
105,Kununurra,0,AU,1543874400,83,-15.77,128.74,82.4,4.7
106,Victoria,75,BN,1543874400,94,5.28,115.24,80.6,3.36
107,Jamestown,0,AU,1543876758,49,-33.21,138.6,71.68,6.4
108,Vaini,20,IN,1543876686,81,15.34,74.49,64.75,4.99
109,Nipawin,90,CA,1543875180,92,53.36,-104.02,21.2,10.29
110,Longyearbyen,75,NO,1543873800,80,78.22,15.63,33.8,21.92
111,Santa Marta,20,CO,1543874400,58,11.24,-74.21,87.8,13.87
112,Moundsville,90,US,1543874640,85,39.92,-80.74,37.94,10.29
113,Vikulovo,56,RU,1543876972,85,55.07,40.96,12.55,11.65
114,Faanui,48,PF,1543876684,100,-16.48,-151.75,83.33,11.92
115,Saint-Francois,75,FR,1543874400,76,46.42,3.91,57.2,12.75
116,Soe,90,EE,1543873800,100,57.91,26.05,30.2,6.93
117,Broken Hill,0,AU,1543874400,45,-31.97,141.45,68.0,12.75
118,Sibolga,56,ID,1543876587,100,1.74,98.78,69.56,1.59
119,Gamba,0,CN,1543876976,44,28.28,88.52,-8.02,1.81
120,Sao Joao da Barra,90,BR,1543874400,78,-21.64,-41.05,75.2,9.17
121,Ketchikan,1,US,1543874160,84,55.34,-131.65,37.04,9.17
122,Esperance,20,TT,1543876977,85,10.24,-61.45,75.86,5.21
123,Porto Novo,75,BR,1543874400,77,-23.68,-45.44,68.0,12.75
124,Bhaderwah,8,IN,1543876978,41,32.98,75.72,36.08,2.04
125,New Norfolk,75,AU,1543874400,54,-42.78,147.06,53.6,5.82
126,Butaritari,48,KI,1543876689,100,3.07,172.79,85.18,3.31
127,Kaitangata,64,NZ,1543876690,85,-46.28,169.85,65.51,3.6
128,Lagoa,0,PT,1543874400,93,37.14,-8.45,53.6,3.36
129,Alyangula,0,AU,1543874400,66,-13.85,136.42,87.8,10.29
130,Kavieng,8,PG,1543876286,97,-2.57,150.8,86.44,2.37
131,Moose Factory,75,CA,1543874400,78,51.26,-80.61,14.0,6.93
132,Beyneu,56,KZ,1543876982,73,45.32,55.19,24.88,9.57
133,Husavik,76,CA,1543876386,83,50.56,-96.99,18.71,9.75
134,Dhidhdhoo,32,MV,1543876983,100,6.88,73.1,82.61,2.53
135,Fredericton,90,CA,1543874400,100,45.97,-66.65,39.2,4.7
136,Sao Filipe,0,CV,1543876985,96,14.9,-24.5,75.68,10.87
137,Manaure,0,CO,1543874400,48,11.78,-72.45,87.8,16.11
138,Aklavik,90,CA,1543874400,79,68.22,-135.01,19.4,10.29
139,Henties Bay,12,NA,1543876986,100,-22.12,14.28,57.95,5.73
140,Lorengau,0,PG,1543876757,96,-2.02,147.27,85.13,5.88
141,Ola,44,RU,1543876987,100,59.58,151.3,3.82,20.6
142,Kutiyana,36,IN,1543876988,86,21.62,69.99,59.71,2.86
143,Zhenlai,0,CN,1543876989,27,45.84,123.2,10.25,9.57
144,Leningradskiy,36,RU,1543876565,100,69.38,178.42,-3.3,32.68
145,Andros Town,20,BS,1543874400,83,24.73,-77.79,78.8,6.93
146,Ribeira Grande,48,PT,1543876882,99,38.52,-28.7,63.94,27.13
147,Troitsko-Pechorsk,92,RU,1543876991,82,62.71,56.19,17.86,6.89
148,Pingliang,0,CN,1543876577,65,35.54,106.68,9.4,2.48
149,Ostrovnoy,80,RU,1543876363,90,68.05,39.51,22.18,12.37
150,Chuy,0,UY,1543876437,63,-33.69,-53.46,62.86,14.38
151,Hirado,40,JP,1543874400,93,33.32,129.49,66.2,13.87
152,Nichinan,75,JP,1543875420,100,31.65,131.31,64.4,4.7
153,Salalah,0,OM,1543873800,60,17.01,54.1,73.4,5.82
154,Mount Pleasant,1,US,1543875300,49,33.16,-94.97,49.46,9.17
155,Madera,1,US,1543876500,51,36.96,-120.06,60.98,4.7
156,Melilla,20,EC,1543874400,73,-0.8,-80.23,77.0,13.87
157,Dunedin,92,NZ,1543876886,95,-45.87,170.5,62.68,4.99
158,Aksarka,92,RU,1543876998,87,66.56,67.8,14.03,14.79
159,Marystown,0,CA,1543876829,98,47.17,-55.16,38.02,17.63
160,Beloostrov,75,RU,1543874400,86,60.14,30.0,28.4,6.71
161,Camocim,56,BR,1543876999,90,-2.9,-40.84,78.11,4.5
162,Dikson,76,RU,1543876704,87,73.51,80.55,-2.67,39.21
163,Mitsamiouli,20,KM,1543874400,74,-11.38,43.28,80.6,5.82
164,Buraydah,0,SA,1543874400,82,26.33,43.97,59.0,5.82
165,Ferme-Neuve,44,CA,1543877001,72,46.7,-75.45,25.15,9.64
166,Asyut,0,EG,1543877002,86,27.18,31.19,45.26,2.82
167,Iqaluit,75,CA,1543874400,70,63.75,-68.52,-0.41,9.17
168,Porto Belo,90,BR,1543874400,68,-27.15,-48.54,69.8,10.29
169,Qaanaaq,0,GL,1543876713,100,77.48,-69.36,-10.54,8.23
170,Fiumicino,40,IT,1543875600,82,41.77,12.23,62.6,10.29
171,Port Elizabeth,1,US,1543874160,58,39.31,-74.98,51.98,8.05
172,Rancho Palos Verdes,20,US,1543874280,34,33.75,-118.37,69.08,4.7
173,Charagua,75,BO,1543874400,57,-19.79,-63.2,75.2,6.22
174,Yulara,90,AU,1543874400,83,-25.24,130.99,75.2,17.22
175,Hermanus,0,ZA,1543876762,95,-34.42,19.24,44.63,0.96
176,Ust-Nera,44,RU,1543877010,0,64.57,143.24,-42.27,1.97
177,Inverell,76,AU,1543877010,56,-29.78,151.11,69.25,4.09
178,Cidreira,0,BR,1543876743,70,-30.17,-50.22,60.79,6.51
179,Sinnamary,80,GF,1543876414,99,5.38,-52.96,79.33,11.43
180,Cloquet,1,US,1543875360,73,46.72,-92.46,26.6,6.22
181,Torbay,90,CA,1543875000,100,47.66,-52.73,42.8,23.04
182,Varnamo,88,SE,1543875600,100,57.19,14.04,44.6,10.29
183,Nanortalik,80,GL,1543877013,99,60.14,-45.24,24.97,14.27
184,Seoul,90,KR,1543876200,100,37.57,126.98,50.0,1.12
185,Saldanha,24,PT,1543877014,89,41.42,-6.55,38.65,1.97
186,Ixtapa,5,MX,1543873680,65,20.71,-105.21,80.6,11.41
187,Bethel,1,US,1543874160,88,60.79,-161.76,28.94,4.7
188,Komsomolskiy,68,RU,1543877016,86,67.55,63.78,17.95,15.39
189,Klaksvik,44,FO,1543875600,100,62.23,-6.59,32.0,6.93
190,Pocone,0,BR,1543877017,74,-16.26,-56.62,77.98,3.04
191,Tezu,0,IN,1543877018,59,27.93,96.16,49.85,1.86
192,Herat,0,AF,1543876983,75,34.35,62.22,28.43,0.36
193,Morro Bay,1,US,1543874160,34,35.37,-120.85,64.04,4.7
194,Bathsheba,20,BB,1543874400,74,13.22,-59.52,78.8,16.11
195,Bambous Virieux,20,MU,1543874400,88,-20.34,57.76,73.4,4.7
196,Souillac,90,FR,1543874400,93,45.6,-0.6,57.2,11.41
197,Phalombe,8,MW,1543877021,91,-15.81,35.65,66.1,2.98
198,Staryy Nadym,92,RU,1543877022,81,65.61,72.68,-4.24,14.16
199,Batagay-Alyta,24,RU,1543877022,45,67.8,130.41,-29.62,2.75
200,Kommunar,75,RU,1543876200,86,59.62,30.39,28.4,8.95
201,Narsaq,56,GL,1543877024,53,60.91,-46.05,-6.0,2.71
202,Nizhniy Tsasuchey,8,RU,1543877024,57,50.52,115.13,-13.11,10.42
203,Kahului,1,US,1543874160,58,20.89,-156.47,84.02,20.8
204,Walvis Bay,0,NA,1543874400,77,-22.95,14.51,59.0,6.93
205,Port Macquarie,48,AU,1543874400,47,-31.43,152.91,75.2,5.82
206,Aneho,20,TG,1543874400,83,6.23,1.6,82.4,5.82
207,Taltal,12,CL,1543876264,76,-25.41,-70.49,57.46,2.04
208,Takoradi,12,GH,1543876579,100,4.89,-1.75,81.4,7.4
209,Urubicha,56,BO,1543877028,67,-15.63,-63.08,77.3,1.3
210,Chitradurga,12,IN,1543877028,93,14.23,76.4,66.23,9.08
211,Tilichiki,76,RU,1543877029,69,60.47,166.1,-5.1,4.09
212,Laguna,5,MX,1543873440,26,27.52,-110.01,80.6,9.17
213,Watertown,90,US,1543875300,84,44.9,-97.12,26.6,8.05
214,Qaqortoq,88,GL,1543877030,100,60.72,-46.03,22.85,12.03
215,Nouadhibou,0,MR,1543874400,48,20.93,-17.03,66.2,6.93
216,Padang,44,ID,1543877031,100,-0.92,100.36,81.31,2.98
217,Mareeba,20,AU,1543874400,62,-16.99,145.42,86.0,5.82
218,Martapura,20,ID,1543872600,94,-3.41,114.85,77.0,2.24
219,Thompson,90,CA,1543874400,92,55.74,-97.86,21.2,3.36
220,Stephenville,1,US,1543875300,45,32.22,-98.2,55.4,9.17
221,Wadi Maliz,0,TN,1543874400,76,36.47,8.55,57.2,8.05
222,Comodoro Rivadavia,20,AR,1543874400,27,-45.87,-67.48,89.6,19.46
223,Pepel,0,SL,1543874400,78,8.59,-13.06,80.6,2.24
224,Ilulissat,0,GL,1543873800,51,69.22,-51.1,14.0,8.05
225,Hilo,40,US,1543873980,60,19.71,-155.08,80.96,10.29
226,Aberdour,0,GB,1543875600,100,56.05,-3.3,33.8,2.24
227,Longkou,36,CN,1543877037,100,37.64,120.47,41.17,18.7
228,Tiksi,36,RU,1543877038,60,71.64,128.87,-6.72,5.84
229,Castanos,44,MX,1543877039,54,26.78,-101.42,56.6,3.2
230,Shepsi,36,RU,1543877039,100,44.04,39.15,56.06,7.74
231,North Bend,1,US,1543874160,52,43.41,-124.22,55.04,4.7
232,Carballo,75,ES,1543874400,87,43.21,-8.69,60.8,12.75
233,Gerash,0,IR,1543870800,81,27.67,54.14,53.6,2.26
234,Fortuna,0,ES,1543874400,82,38.18,-1.13,55.4,1.12
235,Taganak,75,PH,1543874400,100,6.08,118.3,77.0,4.7
236,Talnakh,20,RU,1543877043,65,69.49,88.39,-34.8,5.32
237,Tabas,24,IR,1543874400,46,33.6,56.92,53.6,4.7
238,Chimbote,0,PE,1543877045,85,-9.08,-78.59,66.23,9.24
239,Anadyr,0,RU,1543874400,75,64.73,177.51,-13.01,11.18
240,Ahipara,36,NZ,1543877046,88,-35.17,173.16,65.78,15.9
241,Namatanai,44,PG,1543877046,97,-3.66,152.44,85.0,5.73
242,Cherbourg,40,AU,1543875180,69,-26.29,151.95,73.4,6.93
243,Timbuktu,0,ML,1543877048,34,16.77,-3.01,59.93,3.98
244,Russell,12,AR,1543877048,43,-33.01,-68.8,60.83,2.86
245,Hamilton,75,BM,1543874100,83,32.3,-64.78,73.4,19.46
246,Tsabong,0,BW,1543877050,19,-26.02,22.4,65.51,10.25
247,Nantucket,1,US,1543874160,77,41.28,-70.1,51.08,13.87
248,Mahanoro,80,MG,1543877051,100,-19.9,48.8,71.9,2.48
249,Aripuana,12,BR,1543877051,94,-9.17,-60.63,75.95,2.26
250,Gimli,76,CA,1543876954,83,50.63,-96.99,18.71,9.75
251,Namibe,0,AO,1543877052,100,-15.19,12.15,69.97,2.82
252,Luderitz,0,NA,1543877053,76,-26.65,15.16,58.81,17.69
253,Furano,75,JP,1543874400,100,43.28,142.47,33.8,3.36
254,Bhayavadar,44,IN,1543877054,85,21.39,70.99,59.26,2.19
255,Frederico Westphalen,48,BR,1543877055,50,-27.36,-53.4,63.49,7.56
256,Ugoofaaru,88,MV,1543877055,100,5.67,73.0,83.2,6.51
257,Ballina,0,IE,1543877056,100,54.11,-9.15,34.1,4.21
258,Conakry,0,GN,1543877056,100,9.52,-13.7,82.12,9.64
259,Lompoc,1,US,1543875300,28,34.64,-120.46,64.04,6.93
260,Whitehorse,20,CA,1543874400,85,60.72,-135.06,17.6,18.34
261,Skjervoy,68,NO,1543877058,100,70.03,20.97,40.09,17.63
262,Dukat,32,RS,1543877058,79,42.44,22.31,23.21,1.86
263,Tacotalpa,5,MX,1543873620,59,17.6,-92.82,89.6,2.04
264,Belyy Yar,40,RU,1543876200,83,53.6,91.39,-5.81,6.71
265,Batagay,24,RU,1543877061,0,67.65,134.64,-54.64,2.82
266,Ambilobe,0,MG,1543877061,94,-13.19,49.05,66.68,3.27
267,Baykit,32,RU,1543877062,35,61.68,96.39,-24.27,5.32
268,Wagar,0,US,1543877062,42,31.44,-87.99,58.31,5.61
269,Necochea,48,AR,1543876497,90,-38.55,-58.74,54.49,8.9
